y_true,p0,p1,p2,p3,prediction,correct
0,0.15011358261108398,0.0898810476064682,0.7511712312698364,0.008834140375256538,2,0
3,0.0010977614438161254,0.18155226111412048,0.29617828130722046,0.5211716890335083,3,1
2,0.022997036576271057,0.4912793040275574,0.48027142882347107,0.005452199373394251,1,0
3,0.00017111522902268916,0.29861658811569214,0.32169443368911743,0.37951794266700745,3,1
3,0.0006529368693009019,0.14536161720752716,0.5771544575691223,0.27683088183403015,2,0
1,0.004711659625172615,0.2089538425207138,0.20113219320774078,0.5852023363113403,3,0
3,0.00013297075929585844,0.04853126406669617,0.05457177385687828,0.8967639803886414,3,1
2,0.37326735258102417,0.07230796664953232,0.5533862113952637,0.0010384736815467477,2,1
1,8.22875663288869e-05,0.1621960699558258,0.032386865466833115,0.8053346872329712,3,0
0,0.036747246980667114,0.35269561409950256,0.6044871211051941,0.006070020142942667,2,0
0,0.7285289168357849,0.07091925293207169,0.19943581521511078,0.0011161064030602574,0,1
0,0.29785236716270447,0.1653089076280594,0.534182071685791,0.0026567308232188225,2,0
3,0.004801212809979916,0.5082590579986572,0.3419248163700104,0.1450149416923523,1,0
1,0.00022724390146322548,0.030813276767730713,0.022047916427254677,0.9469115734100342,3,0
3,0.1611938327550888,0.6767482161521912,0.14303237199783325,0.01902559958398342,1,0
0,0.02301160804927349,0.4655207097530365,0.32191935181617737,0.1895483285188675,1,0
3,6.291743193287402e-05,0.2787955403327942,0.17454342544078827,0.5465981364250183,3,1
2,0.003781636944040656,0.13554351031780243,0.8427988886833191,0.01787605881690979,2,1
1,5.590732325799763e-05,0.3066951334476471,0.5534195303916931,0.1398293673992157,2,0
3,5.010985546505253e-07,0.00782500859349966,0.0014051881153136492,0.9907693266868591,3,1
3,0.00016147459973581135,0.0781296044588089,0.047250986099243164,0.8744578957557678,3,1
3,4.195516339677852e-06,0.06726542115211487,0.012940608896315098,0.9197897911071777,3,1
0,0.41165876388549805,0.20174477994441986,0.3856751322746277,0.0009213412995450199,0,1
2,0.9352777600288391,0.007251160219311714,0.05746134743094444,9.84656344371615e-06,0,0
3,0.002267627976834774,0.19042058289051056,0.30110082030296326,0.5062110424041748,3,1
3,0.0002303689398104325,0.3546493947505951,0.33021271228790283,0.3149075508117676,1,0
3,2.909361001002253e-06,0.001801854814402759,0.0006092829280532897,0.9975858926773071,3,1
0,0.15470729768276215,0.21117165684700012,0.6284247636795044,0.005696282722055912,2,0
0,0.6965999603271484,0.009835932403802872,0.2930715084075928,0.0004925758112221956,0,1
3,0.051106903702020645,0.2828645706176758,0.5694225430488586,0.09660594165325165,2,0
2,8.868237273418345e-07,0.005823808256536722,0.00045474429498426616,0.993720531463623,3,0
3,0.07930888235569,0.11764048039913177,0.28213170170783997,0.5209189653396606,3,1
1,0.002524304436519742,0.17264464497566223,0.7436487078666687,0.0811823233962059,2,0
0,0.054641760885715485,0.3249884843826294,0.5982457995414734,0.022123908624053,2,0
3,3.0339156182890292e-06,0.013610982336103916,0.0075950175523757935,0.9787909984588623,3,1
