y_true,p0,p1,p2,p3,prediction,correct
0,0.049732133746147156,0.2505301237106323,0.14642995595932007,0.5533077716827393,3,0
3,1.2463210623536725e-05,0.762853741645813,0.0031031365506350994,0.23403066396713257,1,0
2,0.004157920368015766,0.023274509236216545,0.0170503668487072,0.9555172324180603,3,0
3,0.0016561371739953756,0.0028138707857578993,0.7739300727844238,0.22159992158412933,2,0
3,0.4056349992752075,0.37663087248802185,0.05772153288125992,0.1600126177072525,0,0
1,0.0027724611572921276,0.47566723823547363,0.5157591700553894,0.0058011701330542564,2,0
3,2.255759682157077e-05,0.8424920439720154,7.151855243137106e-05,0.15741388499736786,1,0
2,0.00042308689444325864,0.010821091942489147,0.015147235244512558,0.9736086130142212,3,0
1,8.903130947146565e-05,0.32102686166763306,2.0659663277911022e-05,0.6788634061813354,3,0
0,0.15312357246875763,0.7896667718887329,0.05634916201233864,0.0008604844915680587,1,0
0,0.13090693950653076,0.7402610182762146,0.0008457395597361028,0.127986341714859,1,0
0,0.8131305575370789,0.038006167858839035,0.009260108694434166,0.13960318267345428,0,1
3,0.011276801116764545,0.13388626277446747,0.04103667289018631,0.8138003349304199,3,1
1,0.22747105360031128,0.08522073924541473,0.09832803159952164,0.5889801979064941,3,0
3,0.0983976349234581,0.017649713903665543,0.8733093738555908,0.010643240064382553,2,0
0,0.5280900001525879,0.001374843530356884,0.010343128815293312,0.4601920545101166,0,1
3,0.002277508145198226,0.002770195947960019,0.005132483318448067,0.9898198246955872,3,1
2,0.5586838722229004,0.06282331794500351,0.27918556332588196,0.09930717945098877,0,0
1,0.0012400047853589058,0.10353422909975052,0.0015806886367499828,0.8936451077461243,3,0
3,0.00021698081400245428,0.0003061820170842111,0.0011418290669098496,0.998335063457489,3,1
3,2.599180561446701e-06,0.06356547772884369,0.0004894052981399,0.9359425902366638,3,1
3,4.02113983000163e-05,0.00827458593994379,8.043948037084192e-05,0.9916046857833862,3,1
0,0.47845855355262756,0.21799461543560028,0.06905160844326019,0.23449523746967316,0,1
2,0.00013576254423242062,0.001138473628088832,0.9984884262084961,0.00023738092568237334,2,1
3,0.00613920483738184,0.11432589590549469,0.013651839457452297,0.8658831119537354,3,1
3,0.011190204881131649,0.12199340760707855,0.0026640770956873894,0.8641523122787476,3,1
3,0.007266767788678408,0.6388718485832214,0.020627567544579506,0.3332338035106659,1,0
0,0.006185568403452635,0.0017855970654636621,0.9560243487358093,0.03600446507334709,2,0
0,0.6463319659233093,0.029767099767923355,0.1861230581998825,0.13777786493301392,0,1
3,0.0009339056559838355,0.008678462356328964,0.02283507212996483,0.9675525426864624,3,1
2,0.00012575513392221183,0.9176337122917175,0.002420370699837804,0.07982014864683151,1,0
3,0.0012014004169031978,0.001233823481015861,0.00010812490654643625,0.9974566102027893,3,1
1,0.0006985024665482342,0.016242682933807373,6.048854993423447e-05,0.9829983115196228,3,0
0,0.00417966628447175,0.017927102744579315,0.0003463302564341575,0.9775469303131104,3,0
3,6.9808752414246555e-06,0.0007010818808339536,0.0001316196285188198,0.9991602897644043,3,1
3,0.0005416924832388759,0.0023699766024947166,0.0001507304550614208,0.99693763256073,3,1
2,0.009505662135779858,0.11862397938966751,0.06217771768569946,0.8096926212310791,3,0
3,9.836599929258227e-06,0.7319313287734985,0.0006136014126241207,0.26744526624679565,1,0
3,0.005536673590540886,0.008997756987810135,0.898609459400177,0.0868561863899231,2,0
1,0.35670167207717896,0.0611017607152462,0.5800309181213379,0.0021656937897205353,2,0
2,0.08789572864770889,0.5059622526168823,0.02228023111820221,0.3838618993759155,1,0
3,2.9107979571563192e-05,0.01952640525996685,0.00012204299855511636,0.9803224205970764,3,1
2,0.0002715722075663507,0.21222254633903503,0.00015043638995848596,0.7873554825782776,3,0
1,0.18695396184921265,0.22515368461608887,9.542978659737855e-05,0.5877969861030579,3,0
3,0.0004544300609268248,0.9668633341789246,0.004718505311757326,0.027963658794760704,1,0
0,0.01563348062336445,0.08842712640762329,0.05597491189837456,0.8399645090103149,3,0
3,0.03268411383032799,0.24779818952083588,0.09559361636638641,0.6239240765571594,3,1
3,8.014377817744389e-05,0.0006893875543028116,0.0018990847747772932,0.9973313808441162,3,1
2,0.0015233414014801383,0.02918095327913761,0.1031976118683815,0.8660981059074402,3,0
3,3.675719426610158e-06,0.0005406973068602383,1.1390409326850204e-06,0.9994544386863708,3,1
2,0.004899085499346256,0.01174966711550951,8.698154852027074e-05,0.9832642674446106,3,0
0,0.40306439995765686,0.48546719551086426,0.004599544685333967,0.10686889290809631,1,0
3,0.0008519418188370764,0.0792412981390953,0.019013341516256332,0.9008934497833252,3,1
0,0.00736624700948596,0.018023759126663208,0.001004305318929255,0.9736056923866272,3,0
3,0.000245782925048843,0.9351922273635864,0.06300617754459381,0.001555711030960083,1,0
0,0.006906162481755018,0.017555521801114082,0.010248427279293537,0.9652899503707886,3,0
1,0.0760321170091629,0.618826150894165,0.13729721307754517,0.1678444892168045,1,1
3,4.9696485802996904e-05,0.007109320256859064,0.0011017180513590574,0.9917392730712891,3,1
3,4.043612079840386e-06,0.0097013209015131,0.0001798829616745934,0.9901148080825806,3,1
3,0.00039226465742103755,0.9815918207168579,0.01155734434723854,0.00645862054079771,1,0
3,0.4114874005317688,0.576632559299469,0.0023407768458127975,0.009539203718304634,1,0
1,0.07574616372585297,0.5635602474212646,0.08144430816173553,0.27924931049346924,1,1
0,0.9872633814811707,0.009916809387505054,0.002481062663719058,0.00033887033350765705,0,1
0,0.0004193189670331776,0.0408068411052227,0.0009032003581523895,0.9578706622123718,3,0
0,0.01103165466338396,0.020397428423166275,0.4870288372039795,0.48154205083847046,2,0
3,0.00027895113453269005,0.004542574752122164,0.0028337263502180576,0.9923447966575623,3,1
2,0.001739140716381371,0.00037373192026279867,0.0002601429005153477,0.9976269602775574,3,0
2,0.005555626004934311,0.7915117740631104,0.18933729827404022,0.013595322147011757,1,0
3,4.029759656987153e-05,0.046774473041296005,0.027097223326563835,0.9260880351066589,3,1
0,0.004498317372053862,0.5726839900016785,0.003376252017915249,0.41944143176078796,1,0
0,0.05429470166563988,0.23055744171142578,0.7100777626037598,0.005070033483207226,2,0
0,0.3568475544452667,0.3813404142856598,0.0006244374671950936,0.2611876130104065,1,0
3,3.063132908209809e-06,0.00035336794098839164,9.821575304158614e-07,0.9996426105499268,3,1
1,9.78980606305413e-05,0.14133435487747192,0.0003939641173928976,0.8581738471984863,3,0
3,3.077232690884557e-07,0.2779417634010315,8.970917406259105e-06,0.7220489978790283,3,1
3,0.009796777740120888,0.48718011379241943,0.136614128947258,0.3664090037345886,1,0
3,5.02127068102709e-06,0.16121014952659607,0.004194517154246569,0.8345903754234314,3,1
3,0.012334407307207584,0.47663596272468567,0.37462952733039856,0.1363999992609024,1,0
0,0.993077278137207,0.0003193377342540771,0.006566319148987532,3.7225054256850854e-05,0,1
3,1.656652420933824e-05,0.0045355623587965965,2.7695488824974746e-05,0.9954202175140381,3,1
3,0.00015533163968939334,0.09542281925678253,0.0002913526841439307,0.9041305184364319,3,1
3,0.0008109435439109802,0.19070661067962646,0.4373037815093994,0.37117859721183777,2,0
3,4.6543729581571824e-07,0.0758662149310112,0.000428285013185814,0.9237050414085388,3,1
0,0.07477064430713654,0.84285569190979,0.06904532760381699,0.013328328728675842,1,0
0,0.019261131063103676,0.34075599908828735,0.04489562660455704,0.5950871706008911,3,0
3,1.4297716006694827e-06,0.0010829480597749352,7.030207052594051e-05,0.9988453388214111,3,1
0,0.14465880393981934,0.8171416521072388,0.03610209748148918,0.002097321907058358,1,0
3,0.00019651131879072636,0.004026069771498442,0.0012465338222682476,0.9945308566093445,3,1
0,0.3524756133556366,0.6395748853683472,0.007733168080449104,0.0002162966557079926,1,0
0,0.2736963629722595,0.12231564521789551,0.37024107575416565,0.2337469756603241,2,0
1,0.14768269658088684,0.014096264727413654,0.48711174726486206,0.3511092960834503,2,0
2,0.0012023214949294925,0.9352405071258545,0.015333897434175014,0.04822332784533501,1,0
3,0.0744914710521698,0.08643677830696106,0.031624745577573776,0.8074470162391663,3,1
2,0.0022102470975369215,0.005187331698834896,0.3622973561286926,0.6303050518035889,3,0
0,0.027198944240808487,0.03910146281123161,0.003931863699108362,0.9297677278518677,3,0
2,0.0035485029220581055,0.007717540487647057,0.7080109119415283,0.2807230055332184,2,1
0,0.10706333070993423,0.027224209159612656,0.09514850378036499,0.7705640196800232,3,0
3,0.00011873607581946999,0.1978924572467804,3.7772897485410795e-05,0.8019511103630066,3,1
3,0.0008837427594698966,0.033524882048368454,0.004720406606793404,0.9608709216117859,3,1
0,0.9898424744606018,0.0005262428312562406,0.009565141052007675,6.610128912143409e-05,0,1
3,0.0005693852435797453,0.0015734961489215493,0.006993560120463371,0.9908635020256042,3,1
3,1.2141637171225739e-06,0.011881457641720772,6.815039523644373e-05,0.9880492091178894,3,1
0,0.9685527086257935,0.0010940241627395153,0.02776358649134636,0.0025896835140883923,0,1
0,0.454629510641098,0.16698510944843292,0.36950719356536865,0.008878149092197418,0,1
1,0.0008759017218835652,0.5272039175033569,0.4710579514503479,0.0008622411405667663,1,1
1,0.0004136935749556869,0.041150111705064774,0.0006102626794017851,0.9578259587287903,3,0
0,0.6433699727058411,0.25789594650268555,0.07641837745904922,0.022315748035907745,0,1
2,4.697995973401703e-05,0.03005230985581875,0.00028079983894713223,0.9696199893951416,3,0
0,0.8671985268592834,0.10454721003770828,0.024379586800932884,0.003874665591865778,0,1
1,0.11392117291688919,0.1541552096605301,0.6520302891731262,0.07989344745874405,2,0
0,0.8313653469085693,0.00249465717934072,0.16598349809646606,0.00015648690168745816,0,1
0,0.0038799261674284935,0.20676864683628082,0.002782306866720319,0.7865690588951111,3,0
0,0.9602830410003662,0.005068942904472351,0.0016458472236990929,0.03300227224826813,0,1
3,0.0038123861886560917,0.28931570053100586,0.03661110997200012,0.6702608466148376,3,1
1,0.10166489332914352,0.7396448850631714,0.06864859163761139,0.09004160016775131,1,1
2,0.13729789853096008,0.3629082143306732,0.000845733389724046,0.49894803762435913,3,0
3,0.04560062661767006,0.7665129899978638,0.0977538451552391,0.09013251960277557,1,0
