y_true,p0,p1,p2,p3,prediction,correct
0,0.1182994470000267,0.26559674739837646,0.31593018770217896,0.30017364025115967,2,0
3,0.0012301828246563673,0.11620847880840302,0.06092963367700577,0.821631669998169,3,1
2,0.0922306627035141,0.262347012758255,0.3082152009010315,0.3372071385383606,3,0
3,0.002172325039282441,0.1400810182094574,0.07682935148477554,0.7809172868728638,3,1
3,0.004875724203884602,0.1648697853088379,0.1083780974149704,0.7218763828277588,3,1
1,0.4726153016090393,0.17260132730007172,0.278241366147995,0.07654205709695816,0,0
3,0.0015155776636675,0.1256464719772339,0.06643902510404587,0.8063989877700806,3,1
2,0.529223620891571,0.1479409635066986,0.26300618052482605,0.059829194098711014,0,0
1,0.0389782078564167,0.2712528705596924,0.24208003282546997,0.44768887758255005,3,0
0,0.8915758728981018,0.0279355701059103,0.07663292437791824,0.003855657298117876,0,1
0,0.9557445049285889,0.009580523706972599,0.03382588550448418,0.0008490334148518741,0,1
0,0.956758975982666,0.009814908728003502,0.03258839622139931,0.0008377321064472198,0,1
3,0.01791464164853096,0.22035537660121918,0.19079279899597168,0.5709371566772461,3,1
1,0.642268717288971,0.10558018833398819,0.21951574087142944,0.03263542056083679,0,0
3,0.07872644066810608,0.26743993163108826,0.2863222062587738,0.3675113618373871,3,1
0,0.6595412492752075,0.10137904435396194,0.20848652720451355,0.030593223869800568,0,1
3,0.00203598290681839,0.13543248176574707,0.0690017119050026,0.793529748916626,3,1
2,0.7952138781547546,0.06037371605634689,0.13064038753509521,0.0137720862403512,0,0
1,0.09923838078975677,0.2619142234325409,0.3021036982536316,0.33674368262290955,3,0
3,0.00031696195947006345,0.07226590812206268,0.03031870909035206,0.8970984816551208,3,1
3,0.0001438302715541795,0.06015758961439133,0.020859014242887497,0.9188395142555237,3,1
3,0.0017465513665229082,0.13458317518234253,0.07164205610752106,0.7920282483100891,3,1
0,0.8309550285339355,0.04853220656514168,0.11130217462778091,0.009210710413753986,0,1
2,0.9507399797439575,0.011528841219842434,0.03664121776819229,0.0010899512562900782,0,0
3,0.006969201844185591,0.18218742311000824,0.11296482384204865,0.6978785991668701,3,1
3,0.0010196592193096876,0.11302392929792404,0.05512441694736481,0.8308319449424744,3,1
3,0.0006867162301205099,0.09306202828884125,0.04160206392407417,0.8646491169929504,3,1
